,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
929,Resolve ticket,complete,Value 2,2010-04-27 14:30:18+00:00,Resolve ticket,Value 2,Case215,Variant 1,1,Fluxicon Disco
930,Closed,complete,Value 5,2010-05-27 14:30:44+00:00,Closed,Value 5,Case215,Variant 1,1,Fluxicon Disco
931,Assign seriousness,complete,Value 2,2010-04-15 07:49:20+00:00,Assign seriousness,Value 2,Case3116,Variant 1,1,Fluxicon Disco
932,Take in charge ticket,complete,Value 2,2010-04-15 07:51:40+00:00,Take in charge ticket,Value 2,Case3116,Variant 1,1,Fluxicon Disco
933,Resolve ticket,complete,Value 2,2010-04-15 07:51:55+00:00,Resolve ticket,Value 2,Case3116,Variant 1,1,Fluxicon Disco
934,Closed,complete,Value 5,2010-05-29 07:51:02+00:00,Closed,Value 5,Case3116,Variant 1,1,Fluxicon Disco
935,Assign seriousness,complete,Value 2,2010-04-15 09:52:21+00:00,Assign seriousness,Value 2,Case3179,Variant 1,1,Fluxicon Disco
936,Take in charge ticket,complete,Value 16,2010-05-03 12:47:13+00:00,Take in charge ticket,Value 16,Case3179,Variant 1,1,Fluxicon Disco
937,Resolve ticket,complete,Value 12,2010-05-04 11:05:25+00:00,Resolve ticket,Value 12,Case3179,Variant 1,1,Fluxicon Disco
938,Closed,complete,Value 5,2010-06-03 11:05:48+00:00,Closed,Value 5,Case3179,Variant 1,1,Fluxicon Disco
939,Assign seriousness,complete,Value 2,2010-04-15 13:49:28+00:00,Assign seriousness,Value 2,Case2862,Variant 1,1,Fluxicon Disco
940,Take in charge ticket,complete,Value 2,2010-04-15 14:16:15+00:00,Take in charge ticket,Value 2,Case2862,Variant 1,1,Fluxicon Disco
941,Resolve ticket,complete,Value 2,2010-04-15 14:16:26+00:00,Resolve ticket,Value 2,Case2862,Variant 1,1,Fluxicon Disco
942,Closed,complete,Value 5,2010-06-02 13:50:37+00:00,Closed,Value 5,Case2862,Variant 1,1,Fluxicon Disco
943,Assign seriousness,complete,Value 2,2010-04-16 07:38:20+00:00,Assign seriousness,Value 2,Case1806,Variant 3,3,Fluxicon Disco
944,Take in charge ticket,complete,Value 2,2010-04-16 08:39:25+00:00,Take in charge ticket,Value 2,Case1806,Variant 3,3,Fluxicon Disco
945,Wait,complete,Value 2,2010-04-16 09:49:36+00:00,Wait,Value 2,Case1806,Variant 3,3,Fluxicon Disco
946,Take in charge ticket,complete,Value 2,2010-04-16 12:59:13+00:00,Take in charge ticket,Value 2,Case1806,Variant 3,3,Fluxicon Disco
947,Resolve ticket,complete,Value 2,2010-04-16 12:59:17+00:00,Resolve ticket,Value 2,Case1806,Variant 3,3,Fluxicon Disco
948,Closed,complete,Value 5,2010-06-03 07:40:49+00:00,Closed,Value 5,Case1806,Variant 3,3,Fluxicon Disco
949,Assign seriousness,complete,Value 2,2010-04-16 07:40:38+00:00,Assign seriousness,Value 2,Case2119,Variant 3,3,Fluxicon Disco
950,Take in charge ticket,complete,Value 16,2010-05-04 09:58:40+00:00,Take in charge ticket,Value 16,Case2119,Variant 3,3,Fluxicon Disco
951,Wait,complete,Value 12,2010-05-04 10:26:16+00:00,Wait,Value 12,Case2119,Variant 3,3,Fluxicon Disco
952,Take in charge ticket,complete,Value 16,2010-05-19 14:20:09+00:00,Take in charge ticket,Value 16,Case2119,Variant 3,3,Fluxicon Disco
953,Resolve ticket,complete,Value 16,2010-05-19 14:20:19+00:00,Resolve ticket,Value 16,Case2119,Variant 3,3,Fluxicon Disco
954,Closed,complete,Value 5,2010-06-03 14:20:38+00:00,Closed,Value 5,Case2119,Variant 3,3,Fluxicon Disco
955,Assign seriousness,complete,Value 6,2010-04-19 07:44:31+00:00,Assign seriousness,Value 6,Case139,Variant 1,1,Fluxicon Disco
956,Take in charge ticket,complete,Value 2,2010-04-19 09:15:20+00:00,Take in charge ticket,Value 2,Case139,Variant 1,1,Fluxicon Disco
957,Resolve ticket,complete,Value 2,2010-04-19 09:26:05+00:00,Resolve ticket,Value 2,Case139,Variant 1,1,Fluxicon Disco
958,Closed,complete,Value 5,2010-05-26 07:50:40+00:00,Closed,Value 5,Case139,Variant 1,1,Fluxicon Disco
959,Assign seriousness,complete,Value 6,2010-04-19 07:56:52+00:00,Assign seriousness,Value 6,Case1904,Variant 1,1,Fluxicon Disco
960,Take in charge ticket,complete,Value 2,2010-05-20 07:57:27+00:00,Take in charge ticket,Value 2,Case1904,Variant 1,1,Fluxicon Disco
961,Resolve ticket,complete,Value 2,2010-05-20 07:59:08+00:00,Resolve ticket,Value 2,Case1904,Variant 1,1,Fluxicon Disco
962,Closed,complete,Value 5,2010-06-04 07:59:18+00:00,Closed,Value 5,Case1904,Variant 1,1,Fluxicon Disco
963,Assign seriousness,complete,Value 2,2010-04-19 10:48:19+00:00,Assign seriousness,Value 2,Case342,Variant 69,69,Fluxicon Disco
964,Take in charge ticket,complete,Value 6,2010-06-01 16:10:52+00:00,Take in charge ticket,Value 6,Case342,Variant 69,69,Fluxicon Disco
965,Resolve ticket,complete,Value 6,2010-06-01 16:14:57+00:00,Resolve ticket,Value 6,Case342,Variant 69,69,Fluxicon Disco
966,Assign seriousness,complete,Value 2,2010-04-19 12:49:41+00:00,Assign seriousness,Value 2,Case987,Variant 9,9,Fluxicon Disco
967,Take in charge ticket,complete,Value 2,2010-04-21 09:03:49+00:00,Take in charge ticket,Value 2,Case987,Variant 9,9,Fluxicon Disco
968,Resolve ticket,complete,Value 2,2010-04-21 12:29:17+00:00,Resolve ticket,Value 2,Case987,Variant 9,9,Fluxicon Disco
969,Take in charge ticket,complete,Value 2,2010-04-21 14:21:45+00:00,Take in charge ticket,Value 2,Case987,Variant 9,9,Fluxicon Disco
970,Resolve ticket,complete,Value 2,2010-04-22 08:03:28+00:00,Resolve ticket,Value 2,Case987,Variant 9,9,Fluxicon Disco
971,Closed,complete,Value 5,2010-06-04 12:51:21+00:00,Closed,Value 5,Case987,Variant 9,9,Fluxicon Disco
972,Assign seriousness,complete,Value 2,2010-04-19 15:41:52+00:00,Assign seriousness,Value 2,Case625,Variant 1,1,Fluxicon Disco
973,Take in charge ticket,complete,Value 12,2010-04-20 07:20:23+00:00,Take in charge ticket,Value 12,Case625,Variant 1,1,Fluxicon Disco
974,Resolve ticket,complete,Value 12,2010-04-22 14:28:57+00:00,Resolve ticket,Value 12,Case625,Variant 1,1,Fluxicon Disco
975,Closed,complete,Value 5,2010-05-20 15:50:37+00:00,Closed,Value 5,Case625,Variant 1,1,Fluxicon Disco
976,Assign seriousness,complete,Value 2,2010-04-20 13:31:56+00:00,Assign seriousness,Value 2,Case710,Variant 1,1,Fluxicon Disco
977,Take in charge ticket,complete,Value 2,2010-04-20 14:19:41+00:00,Take in charge ticket,Value 2,Case710,Variant 1,1,Fluxicon Disco
978,Resolve ticket,complete,Value 2,2010-04-20 14:19:45+00:00,Resolve ticket,Value 2,Case710,Variant 1,1,Fluxicon Disco
979,Closed,complete,Value 5,2010-05-21 13:40:28+00:00,Closed,Value 5,Case710,Variant 1,1,Fluxicon Disco
980,Assign seriousness,complete,Value 2,2010-04-20 14:22:14+00:00,Assign seriousness,Value 2,Case3967,Variant 1,1,Fluxicon Disco
981,Take in charge ticket,complete,Value 2,2010-04-21 13:06:28+00:00,Take in charge ticket,Value 2,Case3967,Variant 1,1,Fluxicon Disco
982,Resolve ticket,complete,Value 2,2010-04-21 13:06:45+00:00,Resolve ticket,Value 2,Case3967,Variant 1,1,Fluxicon Disco
983,Closed,complete,Value 5,2010-05-21 14:30:12+00:00,Closed,Value 5,Case3967,Variant 1,1,Fluxicon Disco
984,Assign seriousness,complete,Value 2,2010-04-20 14:27:40+00:00,Assign seriousness,Value 2,Case2020,Variant 1,1,Fluxicon Disco
985,Take in charge ticket,complete,Value 2,2010-04-26 09:28:33+00:00,Take in charge ticket,Value 2,Case2020,Variant 1,1,Fluxicon Disco
986,Resolve ticket,complete,Value 2,2010-04-26 09:28:39+00:00,Resolve ticket,Value 2,Case2020,Variant 1,1,Fluxicon Disco
987,Closed,complete,Value 5,2010-06-18 14:31:20+00:00,Closed,Value 5,Case2020,Variant 1,1,Fluxicon Disco
988,Assign seriousness,complete,Value 2,2010-04-20 14:29:47+00:00,Assign seriousness,Value 2,Case3151,Variant 1,1,Fluxicon Disco
989,Take in charge ticket,complete,Value 15,2010-06-03 08:00:57+00:00,Take in charge ticket,Value 15,Case3151,Variant 1,1,Fluxicon Disco
990,Resolve ticket,complete,Value 15,2010-06-03 08:10:58+00:00,Resolve ticket,Value 15,Case3151,Variant 1,1,Fluxicon Disco
991,Closed,complete,Value 5,2010-06-18 08:11:19+00:00,Closed,Value 5,Case3151,Variant 1,1,Fluxicon Disco
992,Assign seriousness,complete,Value 2,2010-04-20 14:40:01+00:00,Assign seriousness,Value 2,Case920,Variant 1,1,Fluxicon Disco
993,Take in charge ticket,complete,Value 2,2010-04-30 15:53:17+00:00,Take in charge ticket,Value 2,Case920,Variant 1,1,Fluxicon Disco
994,Resolve ticket,complete,Value 2,2010-05-04 15:25:52+00:00,Resolve ticket,Value 2,Case920,Variant 1,1,Fluxicon Disco
995,Closed,complete,Value 5,2010-05-21 14:50:26+00:00,Closed,Value 5,Case920,Variant 1,1,Fluxicon Disco
996,Assign seriousness,complete,Value 2,2010-04-21 12:38:40+00:00,Assign seriousness,Value 2,Case2173,Variant 3,3,Fluxicon Disco
997,Take in charge ticket,complete,Value 16,2010-04-26 09:24:02+00:00,Take in charge ticket,Value 16,Case2173,Variant 3,3,Fluxicon Disco
998,Wait,complete,Value 16,2010-04-26 12:25:34+00:00,Wait,Value 16,Case2173,Variant 3,3,Fluxicon Disco
999,Take in charge ticket,complete,Value 16,2010-05-18 14:01:17+00:00,Take in charge ticket,Value 16,Case2173,Variant 3,3,Fluxicon Disco
1000,Resolve ticket,complete,Value 16,2010-05-18 15:45:39+00:00,Resolve ticket,Value 16,Case2173,Variant 3,3,Fluxicon Disco
1001,Closed,complete,Value 5,2010-06-02 15:45:58+00:00,Closed,Value 5,Case2173,Variant 3,3,Fluxicon Disco
1002,Assign seriousness,complete,Value 11,2010-04-21 13:54:59+00:00,Assign seriousness,Value 11,Case2786,Variant 6,6,Fluxicon Disco
1003,Take in charge ticket,complete,Value 11,2010-04-21 13:58:43+00:00,Take in charge ticket,Value 11,Case2786,Variant 6,6,Fluxicon Disco
1004,Resolve ticket,complete,Value 11,2010-04-21 13:58:54+00:00,Resolve ticket,Value 11,Case2786,Variant 6,6,Fluxicon Disco
1005,Resolve ticket,complete,Value 2,2010-04-21 14:19:23+00:00,Resolve ticket,Value 2,Case2786,Variant 6,6,Fluxicon Disco
1006,Closed,complete,Value 5,2010-06-04 14:00:22+00:00,Closed,Value 5,Case2786,Variant 6,6,Fluxicon Disco
1007,Assign seriousness,complete,Value 2,2010-04-21 14:28:55+00:00,Assign seriousness,Value 2,Case694,Variant 1,1,Fluxicon Disco
1008,Take in charge ticket,complete,Value 2,2010-04-26 08:28:28+00:00,Take in charge ticket,Value 2,Case694,Variant 1,1,Fluxicon Disco
1009,Resolve ticket,complete,Value 2,2010-04-26 08:31:36+00:00,Resolve ticket,Value 2,Case694,Variant 1,1,Fluxicon Disco
1010,Closed,complete,Value 5,2010-05-22 14:30:35+00:00,Closed,Value 5,Case694,Variant 1,1,Fluxicon Disco
1011,Assign seriousness,complete,Value 2,2010-04-21 15:25:43+00:00,Assign seriousness,Value 2,Case2624,Variant 4,4,Fluxicon Disco
1012,Assign seriousness,complete,Value 2,2010-04-28 15:23:31+00:00,Assign seriousness,Value 2,Case2624,Variant 4,4,Fluxicon Disco
1013,Take in charge ticket,complete,Value 2,2010-04-28 15:24:30+00:00,Take in charge ticket,Value 2,Case2624,Variant 4,4,Fluxicon Disco
1014,Resolve ticket,complete,Value 2,2010-05-10 07:59:14+00:00,Resolve ticket,Value 2,Case2624,Variant 4,4,Fluxicon Disco
1015,Closed,complete,Value 5,2010-05-25 07:59:34+00:00,Closed,Value 5,Case2624,Variant 4,4,Fluxicon Disco
1016,Assign seriousness,complete,Value 2,2010-04-21 15:28:50+00:00,Assign seriousness,Value 2,Case4105,Variant 1,1,Fluxicon Disco
1017,Take in charge ticket,complete,Value 2,2010-05-12 13:26:15+00:00,Take in charge ticket,Value 2,Case4105,Variant 1,1,Fluxicon Disco
1018,Resolve ticket,complete,Value 2,2010-05-12 14:12:21+00:00,Resolve ticket,Value 2,Case4105,Variant 1,1,Fluxicon Disco
1019,Closed,complete,Value 5,2010-05-27 14:12:33+00:00,Closed,Value 5,Case4105,Variant 1,1,Fluxicon Disco
1020,Assign seriousness,complete,Value 2,2010-04-21 15:42:16+00:00,Assign seriousness,Value 2,Case4327,Variant 22,22,Fluxicon Disco
1021,Take in charge ticket,complete,Value 2,2010-04-22 09:24:30+00:00,Take in charge ticket,Value 2,Case4327,Variant 22,22,Fluxicon Disco
1022,Wait,complete,Value 2,2010-04-23 07:22:48+00:00,Wait,Value 2,Case4327,Variant 22,22,Fluxicon Disco
1023,Take in charge ticket,complete,Value 2,2010-04-28 10:17:11+00:00,Take in charge ticket,Value 2,Case4327,Variant 22,22,Fluxicon Disco
1024,Wait,complete,Value 2,2010-04-28 11:04:00+00:00,Wait,Value 2,Case4327,Variant 22,22,Fluxicon Disco
1025,Take in charge ticket,complete,Value 2,2010-05-11 10:01:21+00:00,Take in charge ticket,Value 2,Case4327,Variant 22,22,Fluxicon Disco
1026,Resolve ticket,complete,Value 2,2010-05-11 10:01:26+00:00,Resolve ticket,Value 2,Case4327,Variant 22,22,Fluxicon Disco
1027,Closed,complete,Value 5,2010-05-26 10:01:40+00:00,Closed,Value 5,Case4327,Variant 22,22,Fluxicon Disco
1028,Assign seriousness,complete,Value 2,2010-04-21 15:50:40+00:00,Assign seriousness,Value 2,Case1589,Variant 1,1,Fluxicon Disco
1029,Take in charge ticket,complete,Value 2,2010-05-17 15:41:42+00:00,Take in charge ticket,Value 2,Case1589,Variant 1,1,Fluxicon Disco
1030,Resolve ticket,complete,Value 2,2010-05-20 08:42:23+00:00,Resolve ticket,Value 2,Case1589,Variant 1,1,Fluxicon Disco
1031,Closed,complete,Value 5,2010-06-04 08:42:39+00:00,Closed,Value 5,Case1589,Variant 1,1,Fluxicon Disco
1032,Assign seriousness,complete,Value 2,2010-04-21 15:53:03+00:00,Assign seriousness,Value 2,Case2959,Variant 1,1,Fluxicon Disco
1033,Take in charge ticket,complete,Value 21,2010-05-24 09:17:47+00:00,Take in charge ticket,Value 21,Case2959,Variant 1,1,Fluxicon Disco
1034,Resolve ticket,complete,Value 21,2010-05-24 09:17:57+00:00,Resolve ticket,Value 21,Case2959,Variant 1,1,Fluxicon Disco
1035,Closed,complete,Value 21,2010-05-24 09:18:07+00:00,Closed,Value 21,Case2959,Variant 1,1,Fluxicon Disco
1036,Assign seriousness,complete,Value 2,2010-04-21 16:26:27+00:00,Assign seriousness,Value 2,Case3703,Variant 6,6,Fluxicon Disco
1037,Take in charge ticket,complete,Value 16,2010-05-04 13:24:10+00:00,Take in charge ticket,Value 16,Case3703,Variant 6,6,Fluxicon Disco
1038,Resolve ticket,complete,Value 16,2010-05-05 16:32:34+00:00,Resolve ticket,Value 16,Case3703,Variant 6,6,Fluxicon Disco
1039,Resolve ticket,complete,Value 16,2010-05-05 16:32:34+00:00,Resolve ticket,Value 16,Case3703,Variant 6,6,Fluxicon Disco
1040,Closed,complete,Value 5,2010-06-04 16:32:55+00:00,Closed,Value 5,Case3703,Variant 6,6,Fluxicon Disco
1041,Assign seriousness,complete,Value 2,2010-04-21 16:36:39+00:00,Assign seriousness,Value 2,Case3001,Variant 4,4,Fluxicon Disco
1042,Assign seriousness,complete,Value 2,2010-06-01 09:15:42+00:00,Assign seriousness,Value 2,Case3001,Variant 4,4,Fluxicon Disco
1043,Take in charge ticket,complete,Value 2,2010-06-01 09:16:04+00:00,Take in charge ticket,Value 2,Case3001,Variant 4,4,Fluxicon Disco
1044,Resolve ticket,complete,Value 2,2010-06-01 09:16:31+00:00,Resolve ticket,Value 2,Case3001,Variant 4,4,Fluxicon Disco
1045,Closed,complete,Value 5,2010-06-16 09:16:45+00:00,Closed,Value 5,Case3001,Variant 4,4,Fluxicon Disco
1046,Assign seriousness,complete,Value 2,2010-04-22 07:25:04+00:00,Assign seriousness,Value 2,Case1561,Variant 1,1,Fluxicon Disco
1047,Take in charge ticket,complete,Value 11,2010-04-22 07:38:05+00:00,Take in charge ticket,Value 11,Case1561,Variant 1,1,Fluxicon Disco
1048,Resolve ticket,complete,Value 11,2010-05-03 07:08:01+00:00,Resolve ticket,Value 11,Case1561,Variant 1,1,Fluxicon Disco
1049,Closed,complete,Value 5,2010-06-09 07:30:50+00:00,Closed,Value 5,Case1561,Variant 1,1,Fluxicon Disco
1050,Assign seriousness,complete,Value 2,2010-04-22 07:26:21+00:00,Assign seriousness,Value 2,Case814,Variant 1,1,Fluxicon Disco
1051,Take in charge ticket,complete,Value 2,2010-05-17 15:39:01+00:00,Take in charge ticket,Value 2,Case814,Variant 1,1,Fluxicon Disco
1052,Resolve ticket,complete,Value 2,2010-05-17 15:39:10+00:00,Resolve ticket,Value 2,Case814,Variant 1,1,Fluxicon Disco
1053,Closed,complete,Value 5,2010-06-16 15:39:30+00:00,Closed,Value 5,Case814,Variant 1,1,Fluxicon Disco
1054,Insert ticket,complete,Value 15,2010-04-22 13:32:29+00:00,Insert ticket,Value 15,Case3244,Variant 7,7,Fluxicon Disco
1055,Assign seriousness,complete,Value 15,2010-04-22 13:33:11+00:00,Assign seriousness,Value 15,Case3244,Variant 7,7,Fluxicon Disco
1056,Take in charge ticket,complete,Value 15,2010-05-04 13:50:07+00:00,Take in charge ticket,Value 15,Case3244,Variant 7,7,Fluxicon Disco
1057,Resolve ticket,complete,Value 15,2010-05-19 14:42:03+00:00,Resolve ticket,Value 15,Case3244,Variant 7,7,Fluxicon Disco
1058,Closed,complete,Value 5,2010-06-03 14:42:19+00:00,Closed,Value 5,Case3244,Variant 7,7,Fluxicon Disco
1059,Assign seriousness,complete,Value 2,2010-04-22 14:44:36+00:00,Assign seriousness,Value 2,Case935,Variant 1,1,Fluxicon Disco
1060,Take in charge ticket,complete,Value 2,2010-05-21 07:27:03+00:00,Take in charge ticket,Value 2,Case935,Variant 1,1,Fluxicon Disco
1061,Resolve ticket,complete,Value 2,2010-05-25 16:25:45+00:00,Resolve ticket,Value 2,Case935,Variant 1,1,Fluxicon Disco
1062,Closed,complete,Value 5,2010-06-09 16:25:56+00:00,Closed,Value 5,Case935,Variant 1,1,Fluxicon Disco
1063,Assign seriousness,complete,Value 2,2010-04-23 09:22:32+00:00,Assign seriousness,Value 2,Case3460,Variant 1,1,Fluxicon Disco
1064,Take in charge ticket,complete,Value 2,2010-05-20 08:42:16+00:00,Take in charge ticket,Value 2,Case3460,Variant 1,1,Fluxicon Disco
1065,Resolve ticket,complete,Value 2,2010-05-20 08:42:43+00:00,Resolve ticket,Value 2,Case3460,Variant 1,1,Fluxicon Disco
1066,Closed,complete,Value 5,2010-06-04 08:42:59+00:00,Closed,Value 5,Case3460,Variant 1,1,Fluxicon Disco
1067,Assign seriousness,complete,Value 2,2010-04-23 09:31:20+00:00,Assign seriousness,Value 2,Case3852,Variant 1,1,Fluxicon Disco
1068,Take in charge ticket,complete,Value 2,2010-05-17 14:39:38+00:00,Take in charge ticket,Value 2,Case3852,Variant 1,1,Fluxicon Disco
1069,Resolve ticket,complete,Value 2,2010-05-17 14:40:59+00:00,Resolve ticket,Value 2,Case3852,Variant 1,1,Fluxicon Disco
1070,Closed,complete,Value 5,2010-06-16 14:41:29+00:00,Closed,Value 5,Case3852,Variant 1,1,Fluxicon Disco
1071,Insert ticket,complete,Value 15,2010-04-23 10:20:28+00:00,Insert ticket,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1072,Assign seriousness,complete,Value 15,2010-04-23 10:21:12+00:00,Assign seriousness,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1073,Take in charge ticket,complete,Value 15,2010-04-27 10:32:20+00:00,Take in charge ticket,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1074,Resolve ticket,complete,Value 15,2010-04-28 09:24:46+00:00,Resolve ticket,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1075,Take in charge ticket,complete,Value 15,2010-04-29 13:07:31+00:00,Take in charge ticket,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1076,Wait,complete,Value 15,2010-04-30 08:51:12+00:00,Wait,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1077,Take in charge ticket,complete,Value 15,2010-05-14 15:18:25+00:00,Take in charge ticket,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1078,Resolve ticket,complete,Value 15,2010-05-14 15:26:54+00:00,Resolve ticket,Value 15,Case1714,Variant 62,62,Fluxicon Disco
1079,Closed,complete,Value 5,2010-05-29 15:27:11+00:00,Closed,Value 5,Case1714,Variant 62,62,Fluxicon Disco
1080,Assign seriousness,complete,Value 2,2010-04-23 10:42:05+00:00,Assign seriousness,Value 2,Case4288,Variant 6,6,Fluxicon Disco
1081,Take in charge ticket,complete,Value 16,2010-04-23 14:39:40+00:00,Take in charge ticket,Value 16,Case4288,Variant 6,6,Fluxicon Disco
1082,Resolve ticket,complete,Value 16,2010-04-23 14:55:33+00:00,Resolve ticket,Value 16,Case4288,Variant 6,6,Fluxicon Disco
1083,Resolve ticket,complete,Value 2,2010-04-29 10:40:34+00:00,Resolve ticket,Value 2,Case4288,Variant 6,6,Fluxicon Disco
1084,Closed,complete,Value 5,2010-06-10 10:50:39+00:00,Closed,Value 5,Case4288,Variant 6,6,Fluxicon Disco
1085,Assign seriousness,complete,Value 2,2010-04-26 09:34:35+00:00,Assign seriousness,Value 2,Case1713,Variant 1,1,Fluxicon Disco
1086,Take in charge ticket,complete,Value 16,2010-05-04 11:30:57+00:00,Take in charge ticket,Value 16,Case1713,Variant 1,1,Fluxicon Disco
1087,Resolve ticket,complete,Value 16,2010-05-04 13:12:24+00:00,Resolve ticket,Value 16,Case1713,Variant 1,1,Fluxicon Disco
1088,Closed,complete,Value 5,2010-06-09 09:40:27+00:00,Closed,Value 5,Case1713,Variant 1,1,Fluxicon Disco
1089,Assign seriousness,complete,Value 2,2010-04-26 10:19:07+00:00,Assign seriousness,Value 2,Case2453,Variant 1,1,Fluxicon Disco
1090,Take in charge ticket,complete,Value 6,2010-05-03 09:40:22+00:00,Take in charge ticket,Value 6,Case2453,Variant 1,1,Fluxicon Disco
1091,Resolve ticket,complete,Value 6,2010-05-03 09:43:00+00:00,Resolve ticket,Value 6,Case2453,Variant 1,1,Fluxicon Disco
1092,Closed,complete,Value 5,2010-06-09 10:20:27+00:00,Closed,Value 5,Case2453,Variant 1,1,Fluxicon Disco
