,case_id,prefix_length,activities,resources,timestamps,next_activity
1873,Case1607,1,['Assign seriousness'],['Value 2'],"[Timestamp('2011-08-30 07:29:11+0000', tz='UTC')]",Take in charge ticket
1874,Case1607,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2011-08-30 07:29:11+0000', tz='UTC'), Timestamp('2011-08-31 07:51:07+0000', tz='UTC')]",Resolve ticket
1875,Case1608,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-11-23 13:05:45+0000', tz='UTC')]",Take in charge ticket
1876,Case1608,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2011-11-23 13:05:45+0000', tz='UTC'), Timestamp('2011-11-23 13:05:54+0000', tz='UTC')]",Resolve ticket
1877,Case1609,1,['Assign seriousness'],['Value 14'],"[Timestamp('2013-07-15 11:20:45+0000', tz='UTC')]",Take in charge ticket
1878,Case1609,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 1']","[Timestamp('2013-07-15 11:20:45+0000', tz='UTC'), Timestamp('2013-07-29 07:05:35+0000', tz='UTC')]",Wait
1879,Case1609,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 1', 'Value 1']","[Timestamp('2013-07-15 11:20:45+0000', tz='UTC'), Timestamp('2013-07-29 07:05:35+0000', tz='UTC'), Timestamp('2013-07-29 10:10:32+0000', tz='UTC')]",Resolve ticket
1880,Case161,1,['Assign seriousness'],['Value 11'],"[Timestamp('2010-08-10 07:16:09+0000', tz='UTC')]",Take in charge ticket
1881,Case161,2,"['Assign seriousness', 'Take in charge ticket']","['Value 11', 'Value 11']","[Timestamp('2010-08-10 07:16:09+0000', tz='UTC'), Timestamp('2010-08-12 10:33:35+0000', tz='UTC')]",Resolve ticket
1882,Case1610,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-04-23 10:46:27+0000', tz='UTC')]",Take in charge ticket
1883,Case1610,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2013-04-23 10:46:27+0000', tz='UTC'), Timestamp('2013-05-08 07:56:51+0000', tz='UTC')]",Resolve ticket
1884,Case1611,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-21 15:02:21+0000', tz='UTC')]",Assign seriousness
1885,Case1611,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[Timestamp('2011-06-21 15:02:21+0000', tz='UTC'), Timestamp('2011-06-21 15:12:11+0000', tz='UTC')]",Take in charge ticket
1886,Case1611,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8']","[Timestamp('2011-06-21 15:02:21+0000', tz='UTC'), Timestamp('2011-06-21 15:12:11+0000', tz='UTC'), Timestamp('2011-06-22 12:53:59+0000', tz='UTC')]",Resolve ticket
1887,Case1612,1,['Assign seriousness'],['Value 2'],"[Timestamp('2011-04-13 15:00:18+0000', tz='UTC')]",Take in charge ticket
1888,Case1612,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2011-04-13 15:00:18+0000', tz='UTC'), Timestamp('2011-04-13 15:00:37+0000', tz='UTC')]",Resolve ticket
1889,Case1613,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-12-09 14:24:16+0000', tz='UTC')]",Take in charge ticket
1890,Case1613,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 15']","[Timestamp('2010-12-09 14:24:16+0000', tz='UTC'), Timestamp('2010-12-10 08:08:21+0000', tz='UTC')]",Resolve ticket
1891,Case1614,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-03-10 15:05:06+0000', tz='UTC')]",Take in charge ticket
1892,Case1614,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-03-10 15:05:06+0000', tz='UTC'), Timestamp('2011-03-11 09:25:32+0000', tz='UTC')]",Resolve ticket
1893,Case1615,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-10-04 12:59:08+0000', tz='UTC')]",Take in charge ticket
1894,Case1615,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 3']","[Timestamp('2012-10-04 12:59:08+0000', tz='UTC'), Timestamp('2012-10-04 13:20:33+0000', tz='UTC')]",Wait
1895,Case1615,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 3', 'Value 2']","[Timestamp('2012-10-04 12:59:08+0000', tz='UTC'), Timestamp('2012-10-04 13:20:33+0000', tz='UTC'), Timestamp('2012-10-18 09:42:52+0000', tz='UTC')]",Resolve ticket
1896,Case1616,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-05-02 14:06:33+0000', tz='UTC')]",Take in charge ticket
1897,Case1616,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-05-02 14:06:33+0000', tz='UTC'), Timestamp('2011-05-02 14:06:52+0000', tz='UTC')]",Resolve ticket
1898,Case1617,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-07-29 07:05:23+0000', tz='UTC')]",Wait
1899,Case1617,2,"['Assign seriousness', 'Wait']","['Value 9', 'Value 6']","[Timestamp('2010-07-29 07:05:23+0000', tz='UTC'), Timestamp('2010-07-29 08:53:20+0000', tz='UTC')]",Take in charge ticket
1900,Case1617,3,"['Assign seriousness', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 6', 'Value 12']","[Timestamp('2010-07-29 07:05:23+0000', tz='UTC'), Timestamp('2010-07-29 08:53:20+0000', tz='UTC'), Timestamp('2010-09-01 15:17:42+0000', tz='UTC')]",Resolve ticket
1901,Case1618,1,['Assign seriousness'],['Value 14'],"[Timestamp('2010-10-19 15:01:02+0000', tz='UTC')]",Take in charge ticket
1902,Case1618,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14']","[Timestamp('2010-10-19 15:01:02+0000', tz='UTC'), Timestamp('2010-10-19 15:01:34+0000', tz='UTC')]",Resolve ticket
1903,Case1619,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-04-17 14:16:58+0000', tz='UTC')]",Resolve ticket
1904,Case1619,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[Timestamp('2012-04-17 14:16:58+0000', tz='UTC'), Timestamp('2012-04-17 14:17:35+0000', tz='UTC')]",Resolve ticket
1905,Case162,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-04 15:47:43+0000', tz='UTC')]",Assign seriousness
1906,Case162,2,"['Assign seriousness', 'Assign seriousness']","['Value 1', 'Value 2']","[Timestamp('2011-10-04 15:47:43+0000', tz='UTC'), Timestamp('2011-10-07 13:29:10+0000', tz='UTC')]",Resolve ticket
1907,Case1620,1,['Assign seriousness'],['Value 9'],"[Timestamp('2012-01-26 11:12:08+0000', tz='UTC')]",Take in charge ticket
1908,Case1620,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 13']","[Timestamp('2012-01-26 11:12:08+0000', tz='UTC'), Timestamp('2012-02-03 11:21:30+0000', tz='UTC')]",Wait
1909,Case1620,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 13', 'Value 13']","[Timestamp('2012-01-26 11:12:08+0000', tz='UTC'), Timestamp('2012-02-03 11:21:30+0000', tz='UTC'), Timestamp('2012-02-06 10:56:05+0000', tz='UTC')]",Take in charge ticket
1910,Case1620,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 13', 'Value 13', 'Value 13']","[Timestamp('2012-01-26 11:12:08+0000', tz='UTC'), Timestamp('2012-02-03 11:21:30+0000', tz='UTC'), Timestamp('2012-02-06 10:56:05+0000', tz='UTC'), Timestamp('2012-02-06 15:16:39+0000', tz='UTC')]",Wait
1911,Case1620,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 13', 'Value 13', 'Value 13', 'Value 13']","[Timestamp('2012-01-26 11:12:08+0000', tz='UTC'), Timestamp('2012-02-03 11:21:30+0000', tz='UTC'), Timestamp('2012-02-06 10:56:05+0000', tz='UTC'), Timestamp('2012-02-06 15:16:39+0000', tz='UTC'), Timestamp('2012-02-08 16:24:27+0000', tz='UTC')]",Resolve ticket
1912,Case1621,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-01-15 17:11:07+0000', tz='UTC')]",Take in charge ticket
1913,Case1621,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-01-15 17:11:07+0000', tz='UTC'), Timestamp('2010-02-01 08:16:26+0000', tz='UTC')]",Resolve ticket
1914,Case1622,1,['Assign seriousness'],['Value 8'],"[Timestamp('2010-12-07 08:25:43+0000', tz='UTC')]",Assign seriousness
1915,Case1622,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 2']","[Timestamp('2010-12-07 08:25:43+0000', tz='UTC'), Timestamp('2010-12-10 15:20:42+0000', tz='UTC')]",Take in charge ticket
1916,Case1622,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[Timestamp('2010-12-07 08:25:43+0000', tz='UTC'), Timestamp('2010-12-10 15:20:42+0000', tz='UTC'), Timestamp('2010-12-10 15:21:07+0000', tz='UTC')]",Wait
1917,Case1622,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 2', 'Value 2', 'Value 14']","[Timestamp('2010-12-07 08:25:43+0000', tz='UTC'), Timestamp('2010-12-10 15:20:42+0000', tz='UTC'), Timestamp('2010-12-10 15:21:07+0000', tz='UTC'), Timestamp('2010-12-10 16:36:34+0000', tz='UTC')]",Wait
1918,Case1622,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait']","['Value 8', 'Value 2', 'Value 2', 'Value 14', 'Value 14']","[Timestamp('2010-12-07 08:25:43+0000', tz='UTC'), Timestamp('2010-12-10 15:20:42+0000', tz='UTC'), Timestamp('2010-12-10 15:21:07+0000', tz='UTC'), Timestamp('2010-12-10 16:36:34+0000', tz='UTC'), Timestamp('2010-12-10 16:36:35+0000', tz='UTC')]",Take in charge ticket
1919,Case1622,6,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 14', 'Value 14', 'Value 14']","[Timestamp('2010-12-07 08:25:43+0000', tz='UTC'), Timestamp('2010-12-10 15:20:42+0000', tz='UTC'), Timestamp('2010-12-10 15:21:07+0000', tz='UTC'), Timestamp('2010-12-10 16:36:34+0000', tz='UTC'), Timestamp('2010-12-10 16:36:35+0000', tz='UTC'), Timestamp('2010-12-10 16:36:55+0000', tz='UTC')]",Resolve ticket
1920,Case1623,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-11-08 10:14:01+0000', tz='UTC')]",Take in charge ticket
1921,Case1623,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[Timestamp('2011-11-08 10:14:01+0000', tz='UTC'), Timestamp('2011-11-11 13:36:31+0000', tz='UTC')]",Resolve ticket
1922,Case1624,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-06 12:44:47+0000', tz='UTC')]",Take in charge ticket
1923,Case1624,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-06-06 12:44:47+0000', tz='UTC'), Timestamp('2011-06-06 12:45:47+0000', tz='UTC')]",Resolve ticket
1924,Case1625,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-12-01 14:30:44+0000', tz='UTC')]",Take in charge ticket
1925,Case1625,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-12-01 14:30:44+0000', tz='UTC'), Timestamp('2010-12-01 14:34:08+0000', tz='UTC')]",Resolve ticket
1926,Case1626,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-01-11 14:23:12+0000', tz='UTC')]",Take in charge ticket
1927,Case1626,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[Timestamp('2012-01-11 14:23:12+0000', tz='UTC'), Timestamp('2012-01-12 11:41:57+0000', tz='UTC')]",Resolve ticket
1928,Case1627,1,['Assign seriousness'],['Value 9'],"[Timestamp('2011-11-07 09:21:13+0000', tz='UTC')]",Take in charge ticket
1929,Case1627,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[Timestamp('2011-11-07 09:21:13+0000', tz='UTC'), Timestamp('2011-11-07 09:21:26+0000', tz='UTC')]",Resolve ticket
1930,Case1628,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-11-24 10:01:02+0000', tz='UTC')]",Take in charge ticket
1931,Case1628,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2011-11-24 10:01:02+0000', tz='UTC'), Timestamp('2011-11-24 11:43:58+0000', tz='UTC')]",Resolve ticket
1932,Case1629,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-22 15:46:54+0000', tz='UTC')]",Assign seriousness
1933,Case1629,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[Timestamp('2011-06-22 15:46:54+0000', tz='UTC'), Timestamp('2011-06-22 15:47:09+0000', tz='UTC')]",Assign seriousness
1934,Case1629,3,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8', 'Value 2']","[Timestamp('2011-06-22 15:46:54+0000', tz='UTC'), Timestamp('2011-06-22 15:47:09+0000', tz='UTC'), Timestamp('2011-06-23 12:22:54+0000', tz='UTC')]",Take in charge ticket
1935,Case1629,4,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2']","[Timestamp('2011-06-22 15:46:54+0000', tz='UTC'), Timestamp('2011-06-22 15:47:09+0000', tz='UTC'), Timestamp('2011-06-23 12:22:54+0000', tz='UTC'), Timestamp('2011-06-23 12:23:03+0000', tz='UTC')]",Resolve ticket
1936,Case163,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-10-15 08:27:20+0000', tz='UTC')]",Take in charge ticket
1937,Case163,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 16']","[Timestamp('2010-10-15 08:27:20+0000', tz='UTC'), Timestamp('2010-10-27 11:46:30+0000', tz='UTC')]",Resolve ticket
1938,Case1630,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-07-30 10:33:42+0000', tz='UTC')]",Take in charge ticket
1939,Case1630,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[Timestamp('2012-07-30 10:33:42+0000', tz='UTC'), Timestamp('2012-08-21 09:25:01+0000', tz='UTC')]",Resolve ticket
1940,Case1631,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-01-12 11:12:07+0000', tz='UTC')]",Take in charge ticket
1941,Case1631,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[Timestamp('2011-01-12 11:12:07+0000', tz='UTC'), Timestamp('2011-01-12 11:16:28+0000', tz='UTC')]",Resolve ticket
1942,Case1632,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-03-21 11:22:01+0000', tz='UTC')]",Take in charge ticket
1943,Case1632,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 17']","[Timestamp('2012-03-21 11:22:01+0000', tz='UTC'), Timestamp('2012-03-21 14:09:40+0000', tz='UTC')]",Resolve ticket
1944,Case1633,1,['Assign seriousness'],['Value 8'],"[Timestamp('2010-12-21 10:46:50+0000', tz='UTC')]",Assign seriousness
1945,Case1633,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 2']","[Timestamp('2010-12-21 10:46:50+0000', tz='UTC'), Timestamp('2011-01-21 11:51:23+0000', tz='UTC')]",Take in charge ticket
1946,Case1633,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[Timestamp('2010-12-21 10:46:50+0000', tz='UTC'), Timestamp('2011-01-21 11:51:23+0000', tz='UTC'), Timestamp('2011-01-21 11:51:34+0000', tz='UTC')]",Resolve ticket
1947,Case1634,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-03-21 13:39:08+0000', tz='UTC')]",Take in charge ticket
1948,Case1634,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[Timestamp('2012-03-21 13:39:08+0000', tz='UTC'), Timestamp('2012-03-21 13:39:35+0000', tz='UTC')]",Resolve ticket
1949,Case1635,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-04-05 14:45:31+0000', tz='UTC')]",Take in charge ticket
1950,Case1635,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-04-05 14:45:31+0000', tz='UTC'), Timestamp('2011-04-05 14:45:53+0000', tz='UTC')]",Resolve ticket
1951,Case1636,1,['Assign seriousness'],['Value 6'],"[Timestamp('2010-12-21 09:42:52+0000', tz='UTC')]",Take in charge ticket
1952,Case1636,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 6']","[Timestamp('2010-12-21 09:42:52+0000', tz='UTC'), Timestamp('2010-12-21 10:09:58+0000', tz='UTC')]",Resolve ticket
1953,Case1637,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-17 15:36:41+0000', tz='UTC')]",Resolve ticket
1954,Case1637,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[Timestamp('2011-10-17 15:36:41+0000', tz='UTC'), Timestamp('2011-10-21 09:08:24+0000', tz='UTC')]",Resolve ticket
1955,Case1638,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-04-26 08:59:23+0000', tz='UTC')]",Take in charge ticket
1956,Case1638,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-04-26 08:59:23+0000', tz='UTC'), Timestamp('2011-04-26 08:59:52+0000', tz='UTC')]",Resolve ticket
1957,Case1639,1,['Assign seriousness'],['Value 6'],"[Timestamp('2011-09-27 12:32:02+0000', tz='UTC')]",Take in charge ticket
1958,Case1639,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 6']","[Timestamp('2011-09-27 12:32:02+0000', tz='UTC'), Timestamp('2011-09-27 12:35:01+0000', tz='UTC')]",Resolve ticket
1959,Case164,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-09-28 12:44:01+0000', tz='UTC')]",Take in charge ticket
1960,Case164,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-09-28 12:44:01+0000', tz='UTC'), Timestamp('2010-09-28 12:46:50+0000', tz='UTC')]",Resolve ticket
1961,Case1640,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-11-26 16:59:03+0000', tz='UTC')]",Take in charge ticket
1962,Case1640,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 6']","[Timestamp('2010-11-26 16:59:03+0000', tz='UTC'), Timestamp('2010-11-29 08:01:18+0000', tz='UTC')]",Resolve ticket
1963,Case1641,1,['Assign seriousness'],['Value 13'],"[Timestamp('2010-12-27 13:37:45+0000', tz='UTC')]",Assign seriousness
1964,Case1641,2,"['Assign seriousness', 'Assign seriousness']","['Value 13', 'Value 2']","[Timestamp('2010-12-27 13:37:45+0000', tz='UTC'), Timestamp('2011-01-21 11:58:41+0000', tz='UTC')]",Assign seriousness
1965,Case1641,3,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness']","['Value 13', 'Value 2', 'Value 2']","[Timestamp('2010-12-27 13:37:45+0000', tz='UTC'), Timestamp('2011-01-21 11:58:41+0000', tz='UTC'), Timestamp('2011-01-21 11:58:42+0000', tz='UTC')]",Take in charge ticket
1966,Case1641,4,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-12-27 13:37:45+0000', tz='UTC'), Timestamp('2011-01-21 11:58:41+0000', tz='UTC'), Timestamp('2011-01-21 11:58:42+0000', tz='UTC'), Timestamp('2011-01-21 11:58:48+0000', tz='UTC')]",Wait
1967,Case1641,5,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 9']","[Timestamp('2010-12-27 13:37:45+0000', tz='UTC'), Timestamp('2011-01-21 11:58:41+0000', tz='UTC'), Timestamp('2011-01-21 11:58:42+0000', tz='UTC'), Timestamp('2011-01-21 11:58:48+0000', tz='UTC'), Timestamp('2011-01-25 08:34:05+0000', tz='UTC')]",Take in charge ticket
1968,Case1641,6,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 9', 'Value 9']","[Timestamp('2010-12-27 13:37:45+0000', tz='UTC'), Timestamp('2011-01-21 11:58:41+0000', tz='UTC'), Timestamp('2011-01-21 11:58:42+0000', tz='UTC'), Timestamp('2011-01-21 11:58:48+0000', tz='UTC'), Timestamp('2011-01-25 08:34:05+0000', tz='UTC'), Timestamp('2011-01-26 09:06:15+0000', tz='UTC')]",Resolve ticket
1969,Case1642,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-03-13 08:10:15+0000', tz='UTC')]",Take in charge ticket
1970,Case1642,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2012-03-13 08:10:15+0000', tz='UTC'), Timestamp('2012-03-26 07:27:50+0000', tz='UTC')]",Wait
1971,Case1642,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[Timestamp('2012-03-13 08:10:15+0000', tz='UTC'), Timestamp('2012-03-26 07:27:50+0000', tz='UTC'), Timestamp('2012-03-26 07:57:24+0000', tz='UTC')]",Resolve ticket
1972,Case1643,1,['Assign seriousness'],['Value 9'],"[Timestamp('2011-08-19 07:17:30+0000', tz='UTC')]",Wait
1973,Case1643,2,"['Assign seriousness', 'Wait']","['Value 9', 'Value 9']","[Timestamp('2011-08-19 07:17:30+0000', tz='UTC'), Timestamp('2011-08-19 07:31:26+0000', tz='UTC')]",Resolve ticket
1974,Case1644,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-09-29 07:59:41+0000', tz='UTC')]",Take in charge ticket
1975,Case1644,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2011-09-29 07:59:41+0000', tz='UTC'), Timestamp('2011-09-29 08:22:43+0000', tz='UTC')]",Resolve ticket
